Column1,Sentiment,RealSentiment,TweetID,Date,Query,User,Tweet,VADER_Score,VADER_Compound,VADER_Sentiment,SentiStrengthSentiment,SentiStrengthScore,BERTSentiment,BERTDetails,BERTSentiment1,BERTDetails1,BERTSentiment2,BERTDetails2
286,0,Negative,2103,Sun May 17 17:31:44 UTC 2009,aig,kaaslaw,"F*** up big, or go home - AIG","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.5038, -1.3745,  0.0859]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5653, -0.7614,  0.1457]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0087, -0.5888,  0.8367]], grad_fn=<AddmmBackward>)"
287,4,Positive,2104,Sun May 17 17:34:55 UTC 2009,star trek,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5095}",0.5095,Positive,Positive,1,Neutral,"tensor([[-1.0235, -0.1614, -0.1013]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.2085, 0.0073, 0.1472]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.6015, -0.1469,  0.3724]], grad_fn=<AddmmBackward>)"
288,4,Positive,2105,Sun May 17 17:35:23 UTC 2009,star trek,qrboy85,"I can't wait, going to see star trek tonight!!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Negative,"tensor([[-0.2361, -1.1654,  0.1066]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6662, -0.5373,  0.8977]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1700,  0.2924,  0.7831]], grad_fn=<AddmmBackward>)"
289,4,Positive,2106,Sun May 17 17:35:58 UTC 2009,star trek,adamrisser,Star Trek was as good as everyone said!!,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.5399}",0.5399,Positive,Positive,2,Positive,"tensor([[-0.7403, -0.7508, -0.0301]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5971, -0.6301, -0.0278]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1411, -0.6816,  0.5413]], grad_fn=<AddmmBackward>)"
290,4,Positive,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,GoodPhoenix,am loving new malcolm gladwell book - outliers,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,Positive,Positive,3,Positive,"tensor([[-0.5764, -0.7287, -0.3383]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6381,  0.1327, -0.4663]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1025, -0.8069, -0.0533]], grad_fn=<AddmmBackward>)"
291,4,Positive,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5984}",0.5984,Positive,Neutral,0,Positive,"tensor([[-0.8795, -0.8711, -0.2166]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1521, -0.1977,  0.6427]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5290, -0.1672, -0.1761]], grad_fn=<AddmmBackward>)"
292,0,Negative,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,"{'neg': 0.203, 'neu': 0.735, 'pos': 0.062, 'compound': -0.5413}",-0.5413,Negative,Negative,-2,Positive,"tensor([[-0.3505, -0.8689,  0.1157]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2572, -0.8094,  0.5204]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.6623,  0.2197,  0.5484]], grad_fn=<AddmmBackward>)"
293,0,Negative,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit","{'neg': 0.261, 'neu': 0.565, 'pos': 0.175, 'compound': -0.5565}",-0.5565,Negative,Negative,-3,Positive,"tensor([[ 0.0161, -0.4793, -0.1405]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2211, -0.4168,  0.6152]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4295,  0.2282,  0.7108]], grad_fn=<AddmmBackward>)"
294,4,Positive,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,Positive,Neutral,0,Negative,"tensor([[-0.2090, -0.8759, -0.1635]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3656, -0.3508,  0.3396]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0298, -0.3210,  0.0774]], grad_fn=<AddmmBackward>)"
295,4,Positive,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.,"{'neg': 0.29, 'neu': 0.611, 'pos': 0.099, 'compound': -0.3612}",-0.3612,Negative,Neutral,0,Positive,"tensor([[-0.7475, -0.8572,  0.0655]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.3959, -0.5872,  0.7553]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2558, 0.1474, 0.4931]], grad_fn=<AddmmBackward>)"
296,0,Negative,2113,Mon May 18 01:21:12 UTC 2009,comcast,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative,Negative,-3,Positive,"tensor([[-0.5006, -0.4536, -0.1306]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2282, -0.4345,  0.4811]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3285, -0.1662,  0.0937]], grad_fn=<AddmmBackward>)"
297,0,Negative,2114,Mon May 18 01:22:40 UTC 2009,comcast,stormygirl223,Comcast sucks.,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative,Negative,-1,Negative,"tensor([[-0.7602, -0.7036, -0.1886]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2451, -0.3277,  0.1116]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1899, -0.0722, -0.1156]], grad_fn=<AddmmBackward>)"
298,0,Negative,2115,Mon May 18 01:23:00 UTC 2009,comcast,theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.6369,Positive,Positive,1,Negative,"tensor([[-0.3446, -0.8353, -0.4006]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3134, -0.0120,  0.3698]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2281, 0.1594, 0.5554]], grad_fn=<AddmmBackward>)"
299,0,Negative,2116,Mon May 18 01:23:30 UTC 2009,comcast,motkeps,@Dommm did comcast fail again??,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.594}",-0.594,Negative,Negative,-1,Positive,"tensor([[-0.6267, -0.8285, -0.7934]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0289, -0.1257,  0.5526]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2295,  0.2440,  0.7384]], grad_fn=<AddmmBackward>)"
300,2,Neutral,2117,Mon May 18 03:10:34 UTC 2009,"""twitter api""",YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.2892, -1.0304, -0.1531]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.3608, -0.6384,  0.6471]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2603, 0.4871, 0.4537]], grad_fn=<AddmmBackward>)"
301,0,Negative,2118,Mon May 18 03:10:52 UTC 2009,"""twitter api""",marekdsi,curses the Twitter API limit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Positive,"tensor([[-0.6469, -0.2957,  0.1570]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0087,  0.2677,  0.0122]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4408, -0.1115,  0.3735]], grad_fn=<AddmmBackward>)"
302,0,Negative,2119,Mon May 18 03:11:27 UTC 2009,"""twitter api""",mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!","{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.5848}",-0.5848,Negative,Negative,-4,Positive,"tensor([[-0.8411, -1.2712, -0.1311]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1911, -0.4257,  0.4565]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3683,  0.2209,  0.2874]], grad_fn=<AddmmBackward>)"
303,2,Neutral,2120,Mon May 18 03:11:50 UTC 2009,"""twitter api""",trivektor,testing Twitter API,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.5658, -1.2890, -0.0919]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0177, -0.2637,  0.5287]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.7153, -0.2487,  0.4322]], grad_fn=<AddmmBackward>)"
304,0,Negative,2121,Mon May 18 03:12:09 UTC 2009,"""twitter api""",rdoc420,Arg. Twitter API is making me crazy.,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative,Negative,-1,Positive,"tensor([[-0.4668, -0.8745, -0.2868]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6078, -0.7451,  0.6917]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2348,  0.0988,  0.5166]], grad_fn=<AddmmBackward>)"
305,2,Neutral,2122,Mon May 18 03:12:23 UTC 2009,"""twitter api""",Hot_Tweets,Testing Twitter API. Remote Update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.6720, -0.8236,  0.1043]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0068, -0.3055, -0.1208]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0914, -0.0876, -0.2258]], grad_fn=<AddmmBackward>)"
306,4,Positive,2137,Tue May 19 16:20:40 UTC 2009,wolfram alpha,jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.6361}",0.6361,Positive,Positive,3,Negative,"tensor([[-0.2861, -0.5943, -0.5845]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.6064, -0.2451,  0.6372]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3372, -0.1638,  0.9561]], grad_fn=<AddmmBackward>)"
307,0,Negative,2138,Tue May 19 16:21:05 UTC 2009,wolfram alpha,marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!","{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.7851}",-0.7851,Negative,Negative,-3,Positive,"tensor([[-0.7623, -0.8258,  0.0648]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5767,  0.1979, -0.1289]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4109, -0.1281,  0.2597]], grad_fn=<AddmmBackward>)"
308,4,Positive,2139,Wed May 20 02:37:18 UTC 2009,nike,kewpiezmom,Off to the NIKE factory!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.6708, -1.1237,  0.4913]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0644, -0.0584,  0.7042]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.5375, -0.0132,  0.1536]], grad_fn=<AddmmBackward>)"
309,4,Positive,2140,Wed May 20 02:38:17 UTC 2009,nike,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7351}",0.7351,Positive,Positive,2,Negative,"tensor([[-0.4954, -0.3820, -0.3322]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0460, -0.9235,  0.8142]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1321, -0.1642, -0.0002]], grad_fn=<AddmmBackward>)"
310,2,Neutral,2141,Wed May 20 02:38:28 UTC 2009,nike,sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.9489, -0.3610, -0.0748]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2340, -0.7126,  0.1263]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1487,  0.6019,  0.1323]], grad_fn=<AddmmBackward>)"
311,2,Neutral,2142,Wed May 20 02:38:47 UTC 2009,nike,nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-1.0622, -1.2563,  0.0025]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0393, -0.5938,  0.0729]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1649, -0.0181,  0.2290]], grad_fn=<AddmmBackward>)"
312,0,Negative,2143,Wed May 20 02:39:22 UTC 2009,nike,laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(,"{'neg': 0.136, 'neu': 0.517, 'pos': 0.347, 'compound': 0.6689}",0.6689,Positive,Positive,3,Negative,"tensor([[-0.1769, -0.3371, -0.3041]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3680, -0.3323,  0.0859]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0255, -0.2191,  0.4341]], grad_fn=<AddmmBackward>)"
313,4,Positive,2158,Sat May 23 04:23:54 UTC 2009,shoreline amphitheatre,julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7723}",0.7723,Positive,Positive,3,Positive,"tensor([[-1.0188, -0.6155, -0.5342]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0415,  0.1078,  0.6004]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0269,  0.5429,  0.1035]], grad_fn=<AddmmBackward>)"
314,0,Negative,2159,Sat May 23 20:43:16 UTC 2009,weka,gux_kung,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,-2,Positive,"tensor([[-1.0769, -0.8587, -0.0045]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1941, -0.5110,  0.8584]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3578, -0.6838,  0.1528]], grad_fn=<AddmmBackward>)"
315,4,Positive,2160,Sun May 24 16:18:46 UTC 2009,50d,GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more","{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9429}",0.9429,Positive,Positive,2,Positive,"tensor([[-1.3240, -0.3346, -0.6600]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5671, -0.3353,  0.7863]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0268, -0.1619,  0.2426]], grad_fn=<AddmmBackward>)"
316,4,Positive,2161,Sun May 24 16:18:54 UTC 2009,50d,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D,"{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.6166}",0.6166,Positive,Neutral,0,Positive,"tensor([[-0.2626, -0.6213, -0.5086]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0876, -0.5559,  0.7702]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2430, -0.4100,  0.3742]], grad_fn=<AddmmBackward>)"
317,4,Positive,2162,Sun May 24 16:19:00 UTC 2009,50d,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!,"{'neg': 0.079, 'neu': 0.51, 'pos': 0.411, 'compound': 0.8472}",0.8472,Positive,Positive,3,Neutral,"tensor([[-0.7124, -0.7317, -0.2275]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2347, -0.8567,  0.0238]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1725, -0.2274,  0.0874]], grad_fn=<AddmmBackward>)"
318,4,Positive,2163,Sun May 24 16:19:03 UTC 2009,50d,ashpeckham,Just got my new toy. Canon 50D. Love love love it!,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9312}",0.9312,Positive,Positive,4,Positive,"tensor([[-0.4031, -1.0328, -0.5404]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2353, -0.4080, -0.2023]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4475, -0.4301,  0.2384]], grad_fn=<AddmmBackward>)"
319,4,Positive,2164,Sun May 24 20:48:13 UTC 2009,lambda calculus,davidivins,Learning about lambda calculus :),"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,Positive,Neutral,0,Positive,"tensor([[-0.6205, -0.8091,  0.2979]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0702, -0.1857,  0.6039]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0360,  0.1266,  0.4299]], grad_fn=<AddmmBackward>)"
320,2,Neutral,2165,Sun May 24 20:49:34 UTC 2009,east palo alto,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m","{'neg': 0.163, 'neu': 0.545, 'pos': 0.292, 'compound': 0.3818}",0.3818,Positive,Neutral,0,Positive,"tensor([[ 0.1147, -1.2216,  0.4602]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.3948, 0.1680, 0.3779]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4526, -0.3759,  0.0665]], grad_fn=<AddmmBackward>)"
321,4,Positive,2166,Sun May 24 20:50:19 UTC 2009,east palo alto,nfarzan,I'm moving to East Palo Alto!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.2911, -0.5263,  0.0203]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1627, -0.1643,  0.4912]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1110, -0.2125,  0.3841]], grad_fn=<AddmmBackward>)"
322,4,Positive,2171,Mon May 25 17:14:58 UTC 2009,stanford,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5081}",0.5081,Positive,Positive,1,Positive,"tensor([[-0.4466, -1.1474, -0.7978]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4775, -0.2683,  0.7690]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2482, -0.2159,  0.0915]], grad_fn=<AddmmBackward>)"
323,4,Positive,2172,Mon May 25 17:15:05 UTC 2009,stanford,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around),"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7257}",0.7257,Positive,Positive,2,Positive,"tensor([[-0.3738, -0.9147, -0.0700]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0023, 0.0358, 0.2377]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3388,  0.3310,  0.4134]], grad_fn=<AddmmBackward>)"
324,2,Neutral,2173,Mon May 25 17:15:18 UTC 2009,stanford,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.1539, -0.9895, -0.2726]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2978, -0.3698,  1.0435]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2609, -0.0198,  0.1745]], grad_fn=<AddmmBackward>)"
325,2,Neutral,2174,Mon May 25 17:15:35 UTC 2009,stanford,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.4386, -0.5713, -0.3078]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0311, 0.1284, 0.5476]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.0792, 0.0199, 1.0215]], grad_fn=<AddmmBackward>)"
326,4,Positive,2175,Mon May 25 17:16:52 UTC 2009,lakers,JuanGir,LAKERS tonight let's go!!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.7426, -0.7887, -0.3956]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5057, -0.0238,  0.4739]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2704,  0.1411,  0.2897]], grad_fn=<AddmmBackward>)"
327,4,Positive,2176,Mon May 25 17:17:10 UTC 2009,lakers,Alexi_G,Will the Lakers kick the Nuggets ass tonight?,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,-1,Positive,"tensor([[-0.6903, -1.4642,  0.1595]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6401, -0.9696,  0.6964]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4454,  0.2469,  0.6060]], grad_fn=<AddmmBackward>)"
328,0,Negative,2177,Mon May 25 17:18:49 UTC 2009,north korea,one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-2,Negative,"tensor([[-0.3711, -0.6431, -0.2907]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6733, -0.7869,  0.8982]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2798, 0.2973, 0.2582]], grad_fn=<AddmmBackward>)"
329,0,Negative,2178,Mon May 25 17:19:07 UTC 2009,north korea,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6517}",0.6517,Positive,Positive,1,Positive,"tensor([[-0.6874, -0.6742, -0.1472]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3207, -0.2935,  0.4962]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6664,  0.3580,  0.2718]], grad_fn=<AddmmBackward>)"
330,0,Negative,2179,Mon May 25 17:19:30 UTC 2009,north korea,Mvsic,Listening to Obama... Friggin North Korea...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.6103, -0.9813, -0.6546]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1612, -0.4436,  0.6940]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1616,  0.1342,  0.4236]], grad_fn=<AddmmBackward>)"
331,0,Negative,2180,Mon May 25 17:21:16 UTC 2009,pelosi,CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.1386, -0.0759, -0.1772]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.5105, 0.1464, 0.6309]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0376,  0.1510,  0.2671]], grad_fn=<AddmmBackward>)"
332,0,Negative,2181,Mon May 25 17:21:30 UTC 2009,pelosi,Rachael90210,@foxnews Pelosi should stay in China and never come back.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.4434, -0.8939, -0.6689]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5713, -0.5741,  0.0328]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3285,  0.0994,  0.4728]], grad_fn=<AddmmBackward>)"
333,0,Negative,2182,Mon May 25 17:21:35 UTC 2009,pelosi,TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this,"{'neg': 0.305, 'neu': 0.575, 'pos': 0.119, 'compound': -0.6369}",-0.6369,Negative,Negative,-2,Neutral,"tensor([[-0.5629, -0.4951, -0.6738]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4102, -0.2553,  0.3068]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.5154, 0.3141, 0.6071]], grad_fn=<AddmmBackward>)"
334,0,Negative,2183,Mon May 25 17:25:36 UTC 2009,insects,KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.7351}",-0.7351,Negative,Negative,-2,Negative,"tensor([[-0.8390, -0.1733, -0.2985]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1141,  0.2320,  0.2089]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2037, -0.1703, -0.0725]], grad_fn=<AddmmBackward>)"
335,4,Positive,2184,Mon May 25 17:25:54 UTC 2009,insects,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,Positive,Positive,2,Positive,"tensor([[-0.5898, -0.6574,  0.3267]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3920, -0.1410,  0.4411]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6014,  0.4417, -0.0080]], grad_fn=<AddmmBackward>)"
