Unnamed: 0,Text,Sentiment,BERTSentiment_kFold,BERTDetails_kFold,BERTSentiment_8020,BERTDetails_8020,VADER_Score,VADER_Compound,VADER_Sentiment
976,He confirmed his view on July 6 .,neutral,Neutral,"tensor([[-0.1349,  0.5360, -0.5934]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2241, 0.6431, 0.2057]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
977,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,Neutral,"tensor([[ 0.1169, -0.1664, -0.2917]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1324,  0.5585,  0.4266]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
978,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",neutral,Neutral,"tensor([[-0.2671, -0.2613, -0.4026]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0346, -0.0345,  0.0187]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
979,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,Positive,"tensor([[-0.3349, -0.0394,  0.3319]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1294,  0.5878,  0.0067]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
980,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,Negative,"tensor([[-0.5833,  0.3189, -0.3373]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2562,  0.4778,  0.3891]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
981,"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral,Neutral,"tensor([[-0.6506, -0.4704, -0.5807]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.4463, 0.2404, 0.1697]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
982,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral,Neutral,"tensor([[-0.0505, -0.1630,  0.1510]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3042,  0.6506,  0.4650]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
983,IonPhasE 's second major owner is venture capital firm Aura Capital .,neutral,Positive,"tensor([[ 0.0237,  0.3330, -0.1044]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0364, 0.3677, 0.1477]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
984,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,Neutral,"tensor([[-0.7889,  0.3967, -0.2615]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2731,  0.1051,  0.2313]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
985,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,Positive,"tensor([[-0.4512, -0.5716, -0.5360]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4474,  0.0273,  0.2772]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
986,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,Neutral,"tensor([[-0.1767,  0.0731, -0.7808]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0722, 0.4464, 0.1425]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
987,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral,Neutral,"tensor([[-0.1668, -0.1034, -0.7122]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2224, 0.3626, 0.2097]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
988,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,Positive,"tensor([[-0.2447, -1.0283, -0.1437]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1472, 1.3508, 0.4071]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
989,Kemira 's partner in the project is St. Petersburg Water Works .,neutral,Negative,"tensor([[-0.1110, -0.0854, -0.3222]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1924,  0.6469,  0.1200]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
990,KONE is listed on the Nordic Exchange in Helsinki .,neutral,Neutral,"tensor([[-0.4156, -0.2080, -0.2349]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0981, 0.1550, 0.0629]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
991,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral,Neutral,"tensor([[-0.8293,  0.5430, -0.4078]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2720,  0.7426,  0.3442]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
992,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,Neutral,"tensor([[-0.6781,  0.2473, -0.3253]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0266,  0.5806, -0.1386]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
993,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,Neutral,"tensor([[-0.1817,  0.1809, -0.2494]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2505,  0.5331,  0.1412]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
994,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral,Neutral,"tensor([[-0.1491, -0.3309, -0.5665]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-5.9457e-01,  1.1424e-04, -6.9253e-02]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
995,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,Negative,"tensor([[-0.5007, -0.7256, -0.5178]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6390,  0.5709,  0.2130]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5267}",0.5267,Positive
996,Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,Neutral,"tensor([[-0.2441, -0.0900, -0.7898]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0950,  0.2846,  0.0122]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
997,Most of the dividend will go to the Grimaldi family .,neutral,Neutral,"tensor([[-0.5270, -0.2285, -0.3931]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0462,  0.4021, -0.1922]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
998,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,Neutral,"tensor([[-0.3513,  0.0013,  0.0704]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.3860,  0.3607, -0.0784]], grad_fn=<AddmmBackward>)","{'neg': 0.107, 'neu': 0.82, 'pos': 0.074, 'compound': -0.2023}",-0.2023,Negative
999,Net investment income,neutral,Neutral,"tensor([[-0.2167,  0.0418, -0.2404]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1246,  0.1744,  0.0689]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1000,"no compensation for its news , opinions or distributions .",neutral,Positive,"tensor([[-0.3533,  0.0137, -0.8628]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0748,  0.4697, -0.4057]], grad_fn=<AddmmBackward>)","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1001,No financial details were disclosed .,neutral,Neutral,"tensor([[-0.4573,  0.1938, -0.7267]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0269, -0.1647,  0.4435]], grad_fn=<AddmmBackward>)","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1002,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,Neutral,"tensor([[-0.7965, -0.0331,  0.2705]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0187,  0.0458, -0.0921]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1003,Officials did not disclose the contract value .,neutral,Negative,"tensor([[-0.2636, -0.2559,  0.2160]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2326, 0.2261, 0.1406]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive
1004,Otherwise the situation is under control .,neutral,Neutral,"tensor([[-0.2472, -0.1093, -0.7370]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1412,  0.2947, -0.2339]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1005,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,Neutral,"tensor([[-0.1608, -0.0614, -0.1682]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0819, -0.0068, -0.3998]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1006,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,Neutral,"tensor([[-0.4188, -0.2424, -0.4729]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.4560,  0.1707, -0.6278]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1007,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,Neutral,"tensor([[-0.5444,  0.0937, -0.5395]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2725,  0.7307,  0.0345]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1008,Payment of shares shall be effected on subscription .,neutral,Neutral,"tensor([[-0.7003,  0.8078, -0.6267]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.3320, -0.0486,  0.0718]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}",0.296,Positive
1009,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,Positive,"tensor([[ 0.0916, -0.1384, -0.7170]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1619,  0.4241,  0.3462]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",0.2732,Positive
1010,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,Neutral,"tensor([[-0.1282, -0.0946, -0.3414]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0357,  0.2834, -0.1329]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,Positive
1011,Production is scheduled to start by the end of April 2007 .,neutral,Neutral,"tensor([[-0.7388,  0.0748, -0.0393]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1302, 0.7329, 0.0334]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1012,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,Negative,"tensor([[-0.0300,  0.2575, -0.7684]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.3415,  0.1083, -0.4590]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1013,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,Neutral,"tensor([[-0.2108, -0.5134, -0.6013]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.0519, 0.6307, 0.1316]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1014,Raute is listed on the Nordic exchange in Helsinki .,neutral,Neutral,"tensor([[-0.1736, -0.5521, -0.1554]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1323,  0.4377, -0.1409]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1015,Registration is required .,neutral,Neutral,"tensor([[-0.4988,  0.1749, -0.0530]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2024,  0.6757,  0.6662]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1016,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral,Positive,"tensor([[ 0.1645, -0.2213, -0.7178]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.2826,  0.8228, -0.0598]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1017,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,Positive,"tensor([[-0.2693,  0.2732, -0.6817]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4198,  0.3945,  0.0718]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1018,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,Positive,"tensor([[-0.4481, -0.2498, -0.4589]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4848,  0.5322, -0.1120]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1019,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",neutral,Negative,"tensor([[-0.9119, -0.2783,  0.1269]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6505,  0.1842, -0.3006]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1020,Saunalahti is a part of the Elisa group .,neutral,Neutral,"tensor([[-0.5318,  0.0342,  0.0364]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3216,  0.6172,  0.4778]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1021,"says Brian Burton , Head of IT Security , Vodafone UK .",neutral,Neutral,"tensor([[-0.2634, -0.3002, -0.5360]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.3050, 0.0464, 0.3355]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34,Positive
1022,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,Negative,"tensor([[ 0.1977, -0.0760, -0.4765]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0655,  0.2580, -0.2346]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1023,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,Negative,"tensor([[-0.2719, -0.1442, -0.4017]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0323, 0.1582, 0.3109]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7647}",0.7647,Positive
1024,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral,Neutral,"tensor([[-0.0380,  0.2458, -0.3351]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2186,  0.4681, -0.0236]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1025,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,Neutral,"tensor([[-0.5391,  0.0459, -0.4882]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0549,  0.4190, -0.0634]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,Positive
1026,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,Positive,"tensor([[ 0.0510,  0.4656, -0.2579]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4267,  0.0095,  0.0716]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,Positive
1027,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,Neutral,"tensor([[-0.2348,  0.2872, -0.3373]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5741,  0.3388,  0.1202]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,Positive
1028,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,Neutral,"tensor([[-0.7584, -0.4624, -0.3754]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2881,  0.1851,  0.3460]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1029,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,Neutral,"tensor([[-0.4382, -0.0861, -0.5926]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.3383,  0.1357, -0.2091]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1030,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,Neutral,"tensor([[-0.2414, -0.1524, -0.5863]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2925,  0.3309,  0.3409]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1031,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,Negative,"tensor([[ 0.0131,  0.0029, -0.7340]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.3891, 0.5194, 0.1650]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1032,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,Negative,"tensor([[-0.2549,  0.1066, -0.6052]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1532,  0.4941,  0.1072]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1033,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,Negative,"tensor([[-0.0390,  0.1334, -0.1606]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1440, -0.1425, -0.1797]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3182}",0.3182,Positive
